Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2020,March,Melton,3 Other,34 Wholesale,341 Any Wholesale,6
2020,March,Melton,3 Other,35 Warehousing/storage,351 Warehousing/Storage,38
2020,March,Melton,3 Other,36 Manufacturing,361 Factory,53
2020,March,Melton,3 Other,36 Manufacturing,362 Any Manufacturing,9
2020,March,Melton,3 Other,37 Agricultural,371 Farmland/Agricultural,26
2020,March,Melton,3 Other,37 Agricultural,373 Other Agricultural,4
2020,March,Melton,3 Other,38 Recreational,381 Licensed Premises,68
2020,March,Melton,3 Other,38 Recreational,382 Tab,3
2020,March,Melton,3 Other,38 Recreational,384 Sport Area/Facility,47
2020,March,Melton,3 Other,38 Recreational,385 Gaming Venue,32
2020,March,Melton,3 Other,38 Recreational,386 Other Rec./Sports,33
2020,March,Melton,3 Other,39 Other location,392 Other Location (Not Elsewhere),122
2020,March,Melton,3 Other,39 Other location,393 Construction Site,138
2020,March,Mildura,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,366
2020,March,Mildura,1 Residential,11 Dwelling - private,112 House,1741
2020,March,Mildura,1 Residential,11 Dwelling - private,113 Bungalow,8
2020,March,Mildura,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,39
2020,March,Mildura,1 Residential,11 Dwelling - private,115 Houseboat,4
2020,March,Mildura,1 Residential,11 Dwelling - private,116 Ministry Of Housing,23
2020,March,Mildura,1 Residential,11 Dwelling - private,117 Farm House,18
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,121 Boarding House,14
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,123 Guest House,7
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,124 Nursing Home,4
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,74
2020,March,Mildura,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,6
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,132 Backyard,58
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,133 Frontyard,166
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,134 Garage,16
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,135 Shed,67
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,13
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),25
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,207
2020,March,Mildura,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,15
2020,March,Mildura,2 Community,21 Education,211 School,47
2020,March,Mildura,2 Community,21 Education,212 School Grounds,22
2020,March,Mildura,2 Community,21 Education,213 Other Educational,9
2020,March,Mildura,2 Community,22 Health,221 Hospital,29
2020,March,Mildura,2 Community,22 Health,222 Medical Centre,9
2020,March,Mildura,2 Community,22 Health,224 Other Health,8
2020,March,Mildura,2 Community,23 Religious,231 Church,15
2020,March,Mildura,2 Community,24 Public Transport,242 Train Station,1
2020,March,Mildura,2 Community,24 Public Transport,243 Railway Carpark,2
2020,March,Mildura,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2020,March,Mildura,2 Community,24 Public Transport,249 Taxi,2
2020,March,Mildura,2 Community,25 Other Transport,251 Private Car,11
2020,March,Mildura,2 Community,25 Other Transport,252 Airfield,5
2020,March,Mildura,2 Community,25 Other Transport,254 Dock/Wharf,1
2020,March,Mildura,2 Community,25 Other Transport,255 Carpark (Single Level),84
2020,March,Mildura,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2020,March,Mildura,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2020,March,Mildura,2 Community,26 Justice,261 Police Station,77
2020,March,Mildura,2 Community,26 Justice,262 Court,152
2020,March,Mildura,2 Community,26 Justice,264 Youth Training Centre,4
2020,March,Mildura,2 Community,26 Justice,265 Other Justice Facility,1
2020,March,Mildura,2 Community,27 Open Space,271 Parkland/Reserve,70
2020,March,Mildura,2 Community,27 Open Space,272 Rural,8
2020,March,Mildura,2 Community,27 Open Space,273 Vacant Block,5
2020,March,Mildura,2 Community,27 Open Space,275 Other Open Space,21
2020,March,Mildura,2 Community,27 Open Space,276 Beach Car Park,1
2020,March,Mildura,2 Community,28 Street/footpath,281 Street/Lane/Footpath,897
2020,March,Mildura,2 Community,29 Other community location,291 Cemetery,3
2020,March,Mildura,2 Community,29 Other community location,292 Civic Centre,8
2020,March,Mildura,2 Community,29 Other community location,293 Gallery,3
2020,March,Mildura,2 Community,29 Other community location,294 Car Wash,2
2020,March,Mildura,3 Other,31 Admin/professional,311 Business Office,19
2020,March,Mildura,3 Other,31 Admin/professional,312 Other Admin/Professional,7
2020,March,Mildura,3 Other,32 Financial,321 Bank,6
2020,March,Mildura,3 Other,32 Financial,323 ATM/Eftpos,3
2020,March,Mildura,3 Other,32 Financial,324 Other Financial,1
2020,March,Mildura,3 Other,33 Retail,331 Chemist/Pharmacy,30
2020,March,Mildura,3 Other,33 Retail,3310 24Hr Convenience,11
2020,March,Mildura,3 Other,33 Retail,3311 Restaurant/Fastfood,63
2020,March,Mildura,3 Other,33 Retail,3312 Other Retail,145
2020,March,Mildura,3 Other,33 Retail,332 Service Station,101
2020,March,Mildura,3 Other,33 Retail,333 Jeweller,5
2020,March,Mildura,3 Other,33 Retail,334 2nd Hand Dealer,3
2020,March,Mildura,3 Other,33 Retail,335 Supermarket,150
2020,March,Mildura,3 Other,33 Retail,336 Department Store,18
2020,March,Mildura,3 Other,33 Retail,337 Shopping Complex,92
2020,March,Mildura,3 Other,33 Retail,338 Car Sales Yard,9
2020,March,Mildura,3 Other,33 Retail,339 Milkbar,7
2020,March,Mildura,3 Other,34 Wholesale,341 Any Wholesale,5
2020,March,Mildura,3 Other,35 Warehousing/storage,351 Warehousing/Storage,11
2020,March,Mildura,3 Other,36 Manufacturing,361 Factory,6
2020,March,Mildura,3 Other,36 Manufacturing,362 Any Manufacturing,5
2020,March,Mildura,3 Other,37 Agricultural,371 Farmland/Agricultural,49
2020,March,Mildura,3 Other,37 Agricultural,372 Orchard,3
2020,March,Mildura,3 Other,37 Agricultural,373 Other Agricultural,11
2020,March,Mildura,3 Other,38 Recreational,381 Licensed Premises,82
2020,March,Mildura,3 Other,38 Recreational,382 Tab,2
2020,March,Mildura,3 Other,38 Recreational,383 Cinema,1
2020,March,Mildura,3 Other,38 Recreational,384 Sport Area/Facility,29
2020,March,Mildura,3 Other,38 Recreational,385 Gaming Venue,17
2020,March,Mildura,3 Other,38 Recreational,386 Other Rec./Sports,15
2020,March,Mildura,3 Other,39 Other location,392 Other Location (Not Elsewhere),51
2020,March,Mildura,3 Other,39 Other location,393 Construction Site,10
2020,March,Mildura,3 Other,39 Other location,394 Veterinary Clinic,1
2020,March,Mitchell,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,52
2020,March,Mitchell,1 Residential,11 Dwelling - private,112 House,1092
2020,March,Mitchell,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,March,Mitchell,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,4
2020,March,Mitchell,1 Residential,11 Dwelling - private,116 Ministry Of Housing,6
2020,March,Mitchell,1 Residential,11 Dwelling - private,117 Farm House,11
2020,March,Mitchell,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,March,Mitchell,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,9
2020,March,Mitchell,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,8
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,133 Frontyard,89
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,134 Garage,21
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,135 Shed,46
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,39
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),11
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,97
2020,March,Mitchell,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,5
2020,March,Mitchell,2 Community,21 Education,211 School,31
2020,March,Mitchell,2 Community,21 Education,212 School Grounds,17
2020,March,Mitchell,2 Community,21 Education,213 Other Educational,5
2020,March,Mitchell,2 Community,22 Health,221 Hospital,5
2020,March,Mitchell,2 Community,22 Health,222 Medical Centre,1
2020,March,Mitchell,2 Community,22 Health,224 Other Health,6
2020,March,Mitchell,2 Community,23 Religious,231 Church,11
2020,March,Mitchell,2 Community,24 Public Transport,241 Train,5
2020,March,Mitchell,2 Community,24 Public Transport,242 Train Station,54
2020,March,Mitchell,2 Community,24 Public Transport,243 Railway Carpark,26
2020,March,Mitchell,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2020,March,Mitchell,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,March,Mitchell,2 Community,25 Other Transport,251 Private Car,13
2020,March,Mitchell,2 Community,25 Other Transport,255 Carpark (Single Level),56
2020,March,Mitchell,2 Community,25 Other Transport,257 Other Transport Type/Area,12
2020,March,Mitchell,2 Community,26 Justice,261 Police Station,48
2020,March,Mitchell,2 Community,26 Justice,262 Court,55
2020,March,Mitchell,2 Community,26 Justice,269 Other Justice (nec),1
2020,March,Mitchell,2 Community,27 Open Space,271 Parkland/Reserve,48
2020,March,Mitchell,2 Community,27 Open Space,272 Rural,25
2020,March,Mitchell,2 Community,27 Open Space,273 Vacant Block,6
2020,March,Mitchell,2 Community,27 Open Space,275 Other Open Space,13
2020,March,Mitchell,2 Community,28 Street/footpath,281 Street/Lane/Footpath,462
2020,March,Mitchell,2 Community,29 Other community location,291 Cemetery,2
2020,March,Mitchell,2 Community,29 Other community location,292 Civic Centre,1
2020,March,Mitchell,2 Community,29 Other community location,294 Car Wash,2
2020,March,Mitchell,3 Other,31 Admin/professional,311 Business Office,15
2020,March,Mitchell,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,March,Mitchell,3 Other,32 Financial,321 Bank,1
2020,March,Mitchell,3 Other,32 Financial,323 ATM/Eftpos,1
2020,March,Mitchell,3 Other,33 Retail,331 Chemist/Pharmacy,2
2020,March,Mitchell,3 Other,33 Retail,3310 24Hr Convenience,6
2020,March,Mitchell,3 Other,33 Retail,3311 Restaurant/Fastfood,16
2020,March,Mitchell,3 Other,33 Retail,3312 Other Retail,88
2020,March,Mitchell,3 Other,33 Retail,332 Service Station,124
2020,March,Mitchell,3 Other,33 Retail,333 Jeweller,1
2020,March,Mitchell,3 Other,33 Retail,335 Supermarket,58
2020,March,Mitchell,3 Other,33 Retail,336 Department Store,16
2020,March,Mitchell,3 Other,33 Retail,337 Shopping Complex,54
2020,March,Mitchell,3 Other,33 Retail,338 Car Sales Yard,8
2020,March,Mitchell,3 Other,34 Wholesale,341 Any Wholesale,1
2020,March,Mitchell,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2020,March,Mitchell,3 Other,36 Manufacturing,361 Factory,10
2020,March,Mitchell,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,March,Mitchell,3 Other,37 Agricultural,371 Farmland/Agricultural,24
2020,March,Mitchell,3 Other,37 Agricultural,373 Other Agricultural,14
2020,March,Mitchell,3 Other,38 Recreational,381 Licensed Premises,33
2020,March,Mitchell,3 Other,38 Recreational,382 Tab,1
2020,March,Mitchell,3 Other,38 Recreational,384 Sport Area/Facility,15
2020,March,Mitchell,3 Other,38 Recreational,385 Gaming Venue,8
2020,March,Mitchell,3 Other,38 Recreational,386 Other Rec./Sports,11
2020,March,Mitchell,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2020,March,Mitchell,3 Other,39 Other location,392 Other Location (Not Elsewhere),46
2020,March,Mitchell,3 Other,39 Other location,393 Construction Site,27
2020,March,Mitchell,3 Other,39 Other location,394 Veterinary Clinic,3
2020,March,Moira,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,61
2020,March,Moira,1 Residential,11 Dwelling - private,112 House,502
2020,March,Moira,1 Residential,11 Dwelling - private,113 Bungalow,3
2020,March,Moira,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2020,March,Moira,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2020,March,Moira,1 Residential,11 Dwelling - private,117 Farm House,26
2020,March,Moira,1 Residential,12 Dwelling  - non-private,122 Holiday Home,8
2020,March,Moira,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,March,Moira,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,9
2020,March,Moira,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,9
2020,March,Moira,1 Residential,13 Grounds/surrounding land,1310 Farm Building,15
2020,March,Moira,1 Residential,13 Grounds/surrounding land,132 Backyard,23
2020,March,Moira,1 Residential,13 Grounds/surrounding land,133 Frontyard,72
2020,March,Moira,1 Residential,13 Grounds/surrounding land,134 Garage,15
2020,March,Moira,1 Residential,13 Grounds/surrounding land,135 Shed,50
2020,March,Moira,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2020,March,Moira,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2020,March,Moira,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,83
2020,March,Moira,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,6
2020,March,Moira,2 Community,21 Education,211 School,17
2020,March,Moira,2 Community,21 Education,212 School Grounds,15
2020,March,Moira,2 Community,21 Education,213 Other Educational,1
2020,March,Moira,2 Community,22 Health,221 Hospital,2
2020,March,Moira,2 Community,22 Health,222 Medical Centre,1
2020,March,Moira,2 Community,22 Health,224 Other Health,9
2020,March,Moira,2 Community,23 Religious,231 Church,4
2020,March,Moira,2 Community,23 Religious,232 Other religious,1
2020,March,Moira,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2020,March,Moira,2 Community,24 Public Transport,246 Depot/Terminal,2
2020,March,Moira,2 Community,25 Other Transport,251 Private Car,5
2020,March,Moira,2 Community,25 Other Transport,252 Airfield,1
2020,March,Moira,2 Community,25 Other Transport,255 Carpark (Single Level),25
2020,March,Moira,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,March,Moira,2 Community,26 Justice,261 Police Station,11
2020,March,Moira,2 Community,26 Justice,262 Court,26
2020,March,Moira,2 Community,27 Open Space,271 Parkland/Reserve,55
2020,March,Moira,2 Community,27 Open Space,272 Rural,7
2020,March,Moira,2 Community,27 Open Space,274 Beach Foreshore,5
2020,March,Moira,2 Community,27 Open Space,275 Other Open Space,11
2020,March,Moira,2 Community,27 Open Space,276 Beach Car Park,1
2020,March,Moira,2 Community,28 Street/footpath,281 Street/Lane/Footpath,214
2020,March,Moira,2 Community,29 Other community location,292 Civic Centre,2
2020,March,Moira,2 Community,29 Other community location,293 Gallery,2
2020,March,Moira,2 Community,29 Other community location,294 Car Wash,2
2020,March,Moira,3 Other,31 Admin/professional,311 Business Office,21
2020,March,Moira,3 Other,31 Admin/professional,312 Other Admin/Professional,15
2020,March,Moira,3 Other,32 Financial,321 Bank,4
2020,March,Moira,3 Other,33 Retail,331 Chemist/Pharmacy,1
2020,March,Moira,3 Other,33 Retail,3311 Restaurant/Fastfood,34
2020,March,Moira,3 Other,33 Retail,3312 Other Retail,85
2020,March,Moira,3 Other,33 Retail,332 Service Station,45
2020,March,Moira,3 Other,33 Retail,333 Jeweller,2
2020,March,Moira,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,March,Moira,3 Other,33 Retail,335 Supermarket,37
2020,March,Moira,3 Other,33 Retail,336 Department Store,6
2020,March,Moira,3 Other,33 Retail,337 Shopping Complex,3
2020,March,Moira,3 Other,33 Retail,338 Car Sales Yard,2
2020,March,Moira,3 Other,33 Retail,339 Milkbar,4
2020,March,Moira,3 Other,34 Wholesale,341 Any Wholesale,1
2020,March,Moira,3 Other,35 Warehousing/storage,351 Warehousing/Storage,14
2020,March,Moira,3 Other,36 Manufacturing,361 Factory,10
2020,March,Moira,3 Other,36 Manufacturing,362 Any Manufacturing,5
2020,March,Moira,3 Other,37 Agricultural,371 Farmland/Agricultural,52
2020,March,Moira,3 Other,37 Agricultural,372 Orchard,2
2020,March,Moira,3 Other,37 Agricultural,373 Other Agricultural,7
2020,March,Moira,3 Other,38 Recreational,381 Licensed Premises,24
2020,March,Moira,3 Other,38 Recreational,384 Sport Area/Facility,10
2020,March,Moira,3 Other,38 Recreational,385 Gaming Venue,2
2020,March,Moira,3 Other,38 Recreational,386 Other Rec./Sports,16
2020,March,Moira,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2020,March,Moira,3 Other,39 Other location,392 Other Location (Not Elsewhere),26
2020,March,Moira,3 Other,39 Other location,393 Construction Site,3
2020,March,Moira,3 Other,39 Other location,394 Veterinary Clinic,1
2020,March,Monash,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,508
2020,March,Monash,1 Residential,11 Dwelling - private,112 House,2116
2020,March,Monash,1 Residential,11 Dwelling - private,113 Bungalow,5
2020,March,Monash,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
